source,cytokine,tf,assay,species,function,interaction,year
20083668,IL27,IRF9,ChIP,M,,IL27_IRF9,2010
20083668,IL27,IRF9,Functional assay,M,A,IL27_IRF9,2010
22581230,CXCL12,IRX5,Functional assay,M,R,CXCL12_IRX5,2012
19299558,CCL12,JUN,ChIP,M,,CCL12_JUN,2009
14752027,CCL2,JUN,Binding assay,M,,CCL2_JUN,2004
23583295,CCL2,JUN,ChIP,M,,CCL2_JUN,2013
18443042,CCL2,JUN,ChIP,M,,CCL2_JUN,2008
19299558,CCL2,JUN,ChIP,M,,CCL2_JUN,2009
14752027,CCL2,JUN,Functional assay,M,A,CCL2_JUN,2004
18443042,CCL2,JUN,Functional assay,M,A,CCL2_JUN,2008
19299558,CCL4,JUN,ChIP,M,,CCL4_JUN,2009
19828633,CCL5,JUN,Binding assay,M,,CCL5_JUN,2009
7513046,CCL5,JUN,Binding assay,M,,CCL5_JUN,1994
19828633,CCL5,JUN,Functional assay,M,A,CCL5_JUN,2009
7513046,CCL5,JUN,Functional assay,M,A,CCL5_JUN,1994
19299558,CCL7,JUN,ChIP,M,,CCL7_JUN,2009
24994901,CSF1,JUN,ChIP,M,,CSF1_JUN,2014
19299558,CXCL10,JUN,ChIP,M,,CXCL10_JUN,2009
15666090,CXCL2,JUN,Binding assay,M,,CXCL2_JUN,2005
19299558,CXCL2,JUN,ChIP,M,,CXCL2_JUN,2009
15666090,CXCL2,JUN,Functional assay,M,A,CXCL2_JUN,2005
12914794,CXCL2,JUN,Functional assay,M,A,CXCL2_JUN,2003
14597166,CXCL2,JUN,Functional assay,M,A,CXCL2_JUN,2003
19299558,CXCL9,JUN,ChIP,M,,CXCL9_JUN,2009
8374955,IFNB1,JUN,Binding assay,M,,IFNB1_JUN,1993
11801649,IFNG,JUN,Binding assay,M,,IFNG_JUN,2002
15187132,IFNG,JUN,Functional assay,M,A,IFNG_JUN,2004
16713974,IFNG,JUN,Functional assay,M,A,IFNG_JUN,2006
28100679,IL10,JUN,ChIP,M,,IL10_JUN,2017
12929935,IL11,JUN,Binding assay,M,,IL11_JUN,2003
15494506,IL13,JUN,Binding assay,M,,IL13_JUN,2004
15494506,IL13,JUN,Functional assay,M,A,IL13_JUN,2004
22983707,IL17A,JUN,Binding assay,M,,IL17A_JUN,2012
21600798,IL17A,JUN,Functional assay,M,A,IL17A_JUN,2011
10975835,IL18,JUN,Binding assay,M,,IL18_JUN,2000
19299558,IL1A,JUN,ChIP,M,,IL1A_JUN,2009
17283046,IL1B,JUN,ChIP,M,,IL1B_JUN,2007
7989759,IL2,JUN,Binding assay,M,,IL2_JUN,1994
1737937,IL2,JUN,Binding assay,M,,IL2_JUN,1992
21832163,IL2,JUN,ChIP,M,,IL2_JUN,2011
19181930,IL2,JUN,ChIP,M,,IL2_JUN,2009
19181930,IL2,JUN,Functional assay,M,A,IL2_JUN,2009
22983707,IL21,JUN,Binding assay,M,,IL21_JUN,2012
19592489,IL23A,JUN,Binding assay,M,,IL23A_JUN,2009
19592489,IL23A,JUN,ChIP,M,,IL23A_JUN,2009
19592489,IL23A,JUN,Functional assay,M,A,IL23A_JUN,2009
21357535,IL24,JUN,Binding assay,M,,IL24_JUN,2011
21357535,IL24,JUN,ChIP,M,,IL24_JUN,2011
21357535,IL24,JUN,Functional assay,M,A,IL24_JUN,2011
25595785,IL31,JUN,Functional assay,M,A,IL31_JUN,2015
9310836,IL4,JUN,Binding assay,M,,IL4_JUN,1997
21454593,IL4,JUN,Functional assay,M,A,IL4_JUN,2011
12594266,IL4,JUN,Functional assay,M,A,IL4_JUN,2003
9889198,IL4,JUN,Functional assay,M,A,IL4_JUN,1999
16373364,IL5,JUN,Binding assay,M,,IL5_JUN,2006
16373364,IL5,JUN,Functional assay,M,A,IL5_JUN,2006
20351184,IL6,JUN,ChIP,M,,IL6_JUN,2010
20371366,IL6,JUN,ChIP,M,,IL6_JUN,2010
21098092,IL6,JUN,ChIP,M,,IL6_JUN,2010
17145782,KITLG,JUN,ChIP,M,,KITLG_JUN,2007
17145782,KITLG,JUN,Functional assay,M,A,KITLG_JUN,2007
19285436,TNF,JUN,Binding assay,M,,TNF_JUN,2009
11739517,TNF,JUN,Binding assay,M,,TNF_JUN,2001
9826775,TNF,JUN,Binding assay,M,,TNF_JUN,1998
11490006,TNF,JUN,Binding assay,M,,TNF_JUN,2001
19285436,TNF,JUN,ChIP,M,,TNF_JUN,2009
12509451,TNF,JUN,ChIP,M,,TNF_JUN,2003
21098092,TNF,JUN,ChIP,M,,TNF_JUN,2010
8816436,TNF,JUN,Binding assay,M,,TNF_JUN,1996
8816436,TNF,JUN,Functional assay,M,A,TNF_JUN,1996
14752027,CCL2,JUNB,Binding assay,M,,CCL2_JUNB,2004
28100679,IL10,JUNB,ChIP,M,,IL10_JUNB,2017
12929935,IL11,JUNB,Binding assay,M,,IL11_JUNB,2003
20221401,IL12B,JUNB,ChIP,M,,IL12B_JUNB,2010
20221401,IL12B,JUNB,Functional assay,M,A,IL12B_JUNB,2010
25861992,IL13,JUNB,ChIP,M,,IL13_JUNB,2015
7989759,IL2,JUNB,Functional assay,M,A,IL2_JUNB,1994
21482740,IL27,JUNB,Binding assay,M,,IL27_JUNB,2011
25595785,IL31,JUNB,Binding assay,M,,IL31_JUNB,2015
25595785,IL31,JUNB,ChIP,M,,IL31_JUNB,2015
25595785,IL31,JUNB,Functional assay,M,A,IL31_JUNB,2015
9889198,IL4,JUNB,Binding assay,M,,IL4_JUNB,1999
25861992,IL4,JUNB,ChIP,M,,IL4_JUNB,2015
21799768,IL4,JUNB,ChIP,M,,IL4_JUNB,2011
21454593,IL4,JUNB,Functional assay,M,A,IL4_JUNB,2011
9889198,IL4,JUNB,Functional assay,M,A,IL4_JUNB,1999
11509003,IL5,JUNB,Binding assay,M,,IL5_JUNB,2001
25861992,IL5,JUNB,ChIP,M,,IL5_JUNB,2015
20221401,IL6,JUNB,ChIP,M,,IL6_JUNB,2010
20221401,IL6,JUNB,Functional assay,M,A,IL6_JUNB,2010
20221401,TNF,JUNB,ChIP,M,,TNF_JUNB,2010
20221401,TNF,JUNB,Functional assay,M,A,TNF_JUNB,2010
19828633,CCL5,JUND,Functional assay,M,A,CCL5_JUND,2009
20927330,IL11,JUND,Binding assay,M,,IL11_JUND,2010
12929935,IL11,JUND,Binding assay,M,,IL11_JUND,2003
7989759,IL2,JUND,Binding assay,M,,IL2_JUND,1994
9826775,TNF,JUND,Binding assay,M,,TNF_JUND,1998
14976188,IL12B,KLF1,Functional assay,M,R,IL12B_KLF1,2004
14976188,IL12B,KLF1,Functional assay,M,A,IL12B_KLF1,2004
21076063,IL17A,KLF4,ChIP,M,,IL17A_KLF4,2010
21076063,IL17A,KLF4,Functional assay,M,A,IL17A_KLF4,2010
22449968,IL1B,KLF4,Binding assay,M,,IL1B_KLF4,2012
22449968,IL1B,KLF4,ChIP,M,,IL1B_KLF4,2012
22449968,IL1B,KLF4,Functional assay,M,R,IL1B_KLF4,2012
23846700,IL6,KLF4,Binding assay,M,,IL6_KLF4,2013
23846700,IL6,KLF4,Functional assay,M,A,IL6_KLF4,2013
11118053,CCL7,LEF1,Binding assay,M,,CCL7_LEF1,2000
19414776,IL10,MAF,Binding assay,M,,IL10_MAF,2009
19414776,IL10,MAF,ChIP,M,,IL10_MAF,2009
20676095,IL10,MAF,ChIP,M,,IL10_MAF,2010
19414776,IL10,MAF,Functional assay,M,A,IL10_MAF,2009
28166218,IL10,MAF,Functional assay,M,A,IL10_MAF,2017
20676095,IL10,MAF,Functional assay,M,A,IL10_MAF,2010
15749884,IL10,MAF,Binding assay,M,,IL10_MAF,2005
29974486,IL10,MAF,ChIP,M,,IL10_MAF,2018
12421951,IL10,MAF,Functional assay,M,A,IL10_MAF,2002
15749884,IL10,MAF,Functional assay,M,A,IL10_MAF,2005
29662170,IL10,MAF,Functional assay,M,A,IL10_MAF,2018
29974486,IL10,MAF,Functional assay,M,A,IL10_MAF,2018
29662170,IL17A,MAF,Functional assay,M,A,IL17A_MAF,2018
29662170,IL2,MAF,Functional assay,M,R,IL2_MAF,2018
20676095,IL21,MAF,ChIP,M,,IL21_MAF,2010
20676095,IL21,MAF,Functional assay,M,A,IL21_MAF,2010
9889198,IL4,MAF,Binding assay,M,,IL4_MAF,1999
25037220,IL4,MAF,ChIP,M,,IL4_MAF,2014
9889198,IL4,MAF,Functional assay,M,A,IL4_MAF,1999
12421951,IL4,MAF,Functional assay,M,A,IL4_MAF,2002
29662170,IL4,MAF,Functional assay,M,A,IL4_MAF,2018
29662170,IL5,MAF,Functional assay,M,A,IL5_MAF,2018
20581830,IFNA1,MAFB,Functional assay,M,R,IFNA1_MAFB,2010
20581830,IFNB1,MAFB,Functional assay,M,R,IFNB1_MAFB,2010
24994901,IL6,MAFF,ChIP,M,,IL6_MAFF,2014
11737266,IL2,MAFK,Binding assay,M,,IL2_MAFK,2001
11737266,IL2,MAFK,Functional assay,M,R,IL2_MAFK,2001
11737266,IL4,MAFK,Binding assay,M,,IL4_MAFK,2001
11737266,IL4,MAFK,Functional assay,M,R,IL4_MAFK,2001
21454555,IL10,MEF2A,ChIP,M,,IL10_MEF2A,2011
21454555,IL1RN,MEF2A,ChIP,M,,IL1RN_MEF2A,2011
25890150,IL10,MEF2D,ChIP,M,,IL10_MEF2D,2015
25890150,IL10,MEF2D,Functional assay,M,A,IL10_MEF2D,2015
18375036,CCL3,MEIS1,Binding assay,M,,CCL3_MEIS1,2008
18375036,CCL3,MEIS1,ChIP,M,,CCL3_MEIS1,2008
18375036,CCL4,MEIS1,ChIP,M,,CCL4_MEIS1,2008
18093541,IL10,MEIS1,ChIP,M,,IL10_MEIS1,2007
25332192,TGFB1,MKX,Functional assay,M,A,TGFB1_MKX,2015
25332192,TGFB2,MKX,ChIP,M,,TGFB2_MKX,2015
25332192,TGFB2,MKX,Functional assay,M,A,TGFB2_MKX,2015
25044064,IL10,NFAT5,Functional assay,M,R,IL10_NFAT5,2014
25044064,IL6,NFAT5,ChIP,M,,IL6_NFAT5,2014
25044064,IL6,NFAT5,Functional assay,M,A,IL6_NFAT5,2014
12842891,IFNG,NFATC1,Functional assay,M,A,IFNG_NFATC1,2003
18962896,IL10,NFATC1,Binding assay,M,,IL10_NFATC1,2009
18962896,IL10,NFATC1,ChIP,M,,IL10_NFATC1,2009
18962896,IL10,NFATC1,Functional assay,M,A,IL10_NFATC1,2009
12876285,IL12B,NFATC1,Binding assay,M,,IL12B_NFATC1,2003
12876285,IL12B,NFATC1,ChIP,M,,IL12B_NFATC1,2003
12876285,IL12B,NFATC1,Functional assay,M,A,IL12B_NFATC1,2003
15229217,IL13,NFATC1,ChIP,M,,IL13_NFATC1,2004
15229217,IL13,NFATC1,Functional assay,M,A,IL13_NFATC1,2004
22921335,IL17A,NFATC1,Binding assay,M,,IL17A_NFATC1,2012
19818650,IL17A,NFATC1,ChIP,M,,IL17A_NFATC1,2009
22921335,IL17A,NFATC1,ChIP,M,,IL17A_NFATC1,2012
19818650,IL17A,NFATC1,Functional assay,M,A,IL17A_NFATC1,2009
10656874,IL2,NFATC1,Binding assay,M,,IL2_NFATC1,1999
7739550,IL2,NFATC1,Binding assay,M,,IL2_NFATC1,1995
17513763,IL2,NFATC1,ChIP,M,,IL2_NFATC1,2007
21832163,IL2,NFATC1,ChIP,M,,IL2_NFATC1,2011
10656874,IL2,NFATC1,Functional assay,M,A,IL2_NFATC1,1999
8543769,IL2,NFATC1,Functional assay,M,A,IL2_NFATC1,1995
7730629,IL2,NFATC1,Functional assay,M,A,IL2_NFATC1,1995
19181930,IL2,NFATC1,Functional assay,M,A,IL2_NFATC1,2009
15879595,IL21,NFATC1,Functional assay,M,A,IL21_NFATC1,2005
12594266,IL4,NFATC1,Binding assay,M,,IL4_NFATC1,2003
9200436,IL4,NFATC1,Binding assay,M,,IL4_NFATC1,1997
8083467,IL4,NFATC1,Binding assay,M,,IL4_NFATC1,1994
9310836,IL4,NFATC1,Binding assay,M,,IL4_NFATC1,1997
15539155,IL4,NFATC1,Binding assay,M,,IL4_NFATC1,2004
25037220,IL4,NFATC1,ChIP,M,,IL4_NFATC1,2014
20438729,LIF,NFATC1,ChIP,M,,LIF_NFATC1,2010
8668213,CSF2,NFATC2,Functional assay,M,A,CSF2_NFATC2,1996
15684054,IFNG,NFATC2,ChIP,M,,IFNG_NFATC2,2005
10894164,IFNG,NFATC2,ChIP,M,,IFNG_NFATC2,2000
22427656,IFNG,NFATC2,ChIP,M,,IFNG_NFATC2,2012
21624129,IFNG,NFATC2,ChIP,M,,IFNG_NFATC2,2011
12842891,IFNG,NFATC2,Functional assay,M,A,IFNG_NFATC2,2003
11520798,IFNG,NFATC2,Functional assay,M,A,IFNG_NFATC2,2001
22427656,IL10,NFATC2,Functional assay,M,A,IL10_NFATC2,2012
12876285,IL12B,NFATC2,Binding assay,M,,IL12B_NFATC2,2003
15229217,IL13,NFATC2,ChIP,M,,IL13_NFATC2,2004
15229217,IL13,NFATC2,Functional assay,M,A,IL13_NFATC2,2004
26903200,IL1B,NFATC2,ChIP,M,,IL1B_NFATC2,2016
26903200,IL1B,NFATC2,Functional assay,M,R,IL1B_NFATC2,2016
16873067,IL2,NFATC2,Binding assay,M,,IL2_NFATC2,2006
8577772,IL2,NFATC2,Binding assay,M,,IL2_NFATC2,1996
16873067,IL2,NFATC2,ChIP,M,,IL2_NFATC2,2006
17513763,IL2,NFATC2,ChIP,M,,IL2_NFATC2,2007
21832163,IL2,NFATC2,ChIP,M,,IL2_NFATC2,2011
8668213,IL2,NFATC2,Functional assay,M,A,IL2_NFATC2,1996
15879595,IL21,NFATC2,Binding assay,M,,IL21_NFATC2,2005
15684054,IL21,NFATC2,ChIP,M,,IL21_NFATC2,2005
15879595,IL21,NFATC2,ChIP,M,,IL21_NFATC2,2005
15684054,IL21,NFATC2,Functional assay,M,A,IL21_NFATC2,2005
15879595,IL21,NFATC2,Functional assay,M,A,IL21_NFATC2,2005
25595785,IL31,NFATC2,Binding assay,M,,IL31_NFATC2,2015
25595785,IL31,NFATC2,ChIP,M,,IL31_NFATC2,2015
25595785,IL31,NFATC2,Functional assay,M,A,IL31_NFATC2,2015
12594266,IL4,NFATC2,Binding assay,M,,IL4_NFATC2,2003
12218118,IL4,NFATC2,Binding assay,M,,IL4_NFATC2,2002
7989759,IL4,NFATC2,Binding assay,M,,IL4_NFATC2,1994
9310836,IL4,NFATC2,Binding assay,M,,IL4_NFATC2,1997
8524816,IL4,NFATC2,Binding assay,M,,IL4_NFATC2,1995
15539155,IL4,NFATC2,Binding assay,M,,IL4_NFATC2,2004
25037220,IL4,NFATC2,ChIP,M,,IL4_NFATC2,2014
15684054,IL4,NFATC2,ChIP,M,,IL4_NFATC2,2005
10894164,IL4,NFATC2,ChIP,M,,IL4_NFATC2,2000
11956291,IL4,NFATC2,Functional assay,M,A,IL4_NFATC2,2002
12218118,IL4,NFATC2,Functional assay,M,A,IL4_NFATC2,2002
8668213,IL4,NFATC2,Functional assay,M,A,IL4_NFATC2,1996
22427656,IL9,NFATC2,Binding assay,M,,IL9_NFATC2,2012
22427656,IL9,NFATC2,ChIP,M,,IL9_NFATC2,2012
22427656,IL9,NFATC2,Functional assay,M,A,IL9_NFATC2,2012
26903200,TNF,NFATC2,ChIP,M,,TNF_NFATC2,2016
8668213,TNF,NFATC2,Functional assay,M,A,TNF_NFATC2,1996
26903200,TNF,NFATC2,Functional assay,M,R,TNF_NFATC2,2016
8816436,TNF,NFATC2,Binding assay,M,,TNF_NFATC2,1996
8816436,TNF,NFATC2,Functional assay,M,A,TNF_NFATC2,1996
17513763,IL2,NFATC3,ChIP,M,,IL2_NFATC3,2007
8543769,IL2,NFATC3,Functional assay,M,A,IL2_NFATC3,1995
7730629,IL2,NFATC3,Functional assay,M,A,IL2_NFATC3,1995
17079331,IL6,NFATC3,Functional assay,M,A,IL6_NFATC3,2007
21514407,TNFSF11,NFATC3,ChIP,M,,TNFSF11_NFATC3,2011
21514407,TNFSF11,NFATC3,Functional assay,M,A,TNFSF11_NFATC3,2011
12876285,IL12B,NFATC4,Binding assay,M,,IL12B_NFATC4,2003
17242187,TNF,NFATC4,Binding assay,M,,TNF_NFATC4,2007
17242187,TNF,NFATC4,ChIP,M,,TNF_NFATC4,2007
17242187,TNF,NFATC4,Functional assay,M,A,TNF_NFATC4,2007
21454555,IL10,NFE2L2,ChIP,M,,IL10_NFE2L2,2011
21454555,IL10,NFE2L2,Functional assay,M,A,IL10_NFE2L2,2011
27211851,IL1A,NFE2L2,ChIP,M,,IL1A_NFE2L2,2016
27211851,IL1A,NFE2L2,Functional assay,M,R,IL1A_NFE2L2,2016
27211851,IL1B,NFE2L2,ChIP,M,,IL1B_NFE2L2,2016
27211851,IL1B,NFE2L2,Functional assay,M,R,IL1B_NFE2L2,2016
27183581,IL36G,NFE2L2,ChIP,M,,IL36G_NFE2L2,2016
27183581,IL36G,NFE2L2,Functional assay,M,A,IL36G_NFE2L2,2016
27211851,IL6,NFE2L2,ChIP,M,,IL6_NFE2L2,2016
27211851,IL6,NFE2L2,Functional assay,M,R,IL6_NFE2L2,2016
20103708,TGFB1,NFE2L2,Functional assay,M,R,TGFB1_NFE2L2,2010
11164890,CCL2,NFIC,Binding assay,M,,CCL2_NFIC,2000
11164890,CCL2,NFIC,ChIP,M,,CCL2_NFIC,2000
28100679,IL10,NFIL3,ChIP,M,,IL10_NFIL3,2017
21460847,IL10,NFIL3,ChIP,M,,IL10_NFIL3,2011
28100679,IL10,NFIL3,Functional assay,M,A,IL10_NFIL3,2017
21460847,IL10,NFIL3,Functional assay,M,A,IL10_NFIL3,2011
21383239,IL12B,NFIL3,ChIP,M,,IL12B_NFIL3,2011
21383239,IL12B,NFIL3,Functional assay,M,R,IL12B_NFIL3,2011
21460847,IL13,NFIL3,Binding assay,M,,IL13_NFIL3,2011
21460847,IL13,NFIL3,ChIP,M,,IL13_NFIL3,2011
21460847,IL13,NFIL3,Functional assay,M,A,IL13_NFIL3,2011
10636866,CCL2,NFKB1,Binding assay,M,,CCL2_NFKB1,2000
8630731,CCL2,NFKB1,Binding assay,M,,CCL2_NFKB1,1996
17507908,CCL2,NFKB1,ChIP,M,,CCL2_NFKB1,2007
25108845,CCL2,NFKB1,Functional assay,M,R,CCL2_NFKB1,2015
22189654,CCL2,NFKB1,Functional assay,M,A,CCL2_NFKB1,2012
11581170,CCL20,NFKB1,Binding assay,M,,CCL20_NFKB1,2001
19324905,CCL20,NFKB1,Functional assay,M,A,CCL20_NFKB1,2009
16707500,CCL5,NFKB1,Binding assay,M,,CCL5_NFKB1,2006
10919279,CSF1,NFKB1,Binding assay,M,,CSF1_NFKB1,2000
10919279,CSF1,NFKB1,Functional assay,M,A,CSF1_NFKB1,2000
11418664,CSF2,NFKB1,Binding assay,M,,CSF2_NFKB1,2001
10608823,CSF2,NFKB1,Binding assay,M,,CSF2_NFKB1,1999
14741709,CSF2,NFKB1,Binding assay,M,,CSF2_NFKB1,2004
26114754,CSF3,NFKB1,ChIP,M,,CSF3_NFKB1,2015
19929594,CXCL10,NFKB1,Binding assay,M,,CXCL10_NFKB1,2009
10756005,CXCL10,NFKB1,Binding assay,M,,CXCL10_NFKB1,2000
21249144,CXCL10,NFKB1,ChIP,M,,CXCL10_NFKB1,2011
8021280,CXCL10,NFKB1,Binding assay,M,,CXCL10_NFKB1,1994
8021280,CXCL10,NFKB1,Functional assay,M,R,CXCL10_NFKB1,1994
15132979,CXCL2,NFKB1,Binding assay,M,,CXCL2_NFKB1,2004
28266569,CXCL2,NFKB1,Binding assay,M,,CXCL2_NFKB1,2017
28266569,CXCL2,NFKB1,Functional assay,M,A,CXCL2_NFKB1,2017
21255844,CXCL8,NFKB1,ChIP,M,,CXCL8_NFKB1,2011
21255844,CXCL8,NFKB1,Functional assay,M,A,CXCL8_NFKB1,2011
12403783,CXCL9,NFKB1,Binding assay,M,,CXCL9_NFKB1,2003
12403783,CXCL9,NFKB1,Functional assay,M,A,CXCL9_NFKB1,2003
15728491,EBI3,NFKB1,Binding assay,M,,EBI3_NFKB1,2005
24214980,EBI3,NFKB1,Functional assay,M,A,EBI3_NFKB1,2013
15728491,EBI3,NFKB1,Functional assay,M,A,EBI3_NFKB1,2005
21209118,IFNB1,NFKB1,Binding assay,M,,IFNB1_NFKB1,2011
21343618,IFNB1,NFKB1,Binding assay,M,,IFNB1_NFKB1,2011
24656046,IFNB1,NFKB1,ChIP,M,,IFNB1_NFKB1,2014
22427889,IFNB1,NFKB1,Functional assay,M,R,IFNB1_NFKB1,2012
24656046,IFNB1,NFKB1,Functional assay,M,A,IFNB1_NFKB1,2014
21343618,IFNB1,NFKB1,Functional assay,M,R,IFNB1_NFKB1,2011
21642544,IFNG,NFKB1,ChIP,M,,IFNG_NFKB1,2011
16481345,IFNG,NFKB1,Functional assay,M,R,IFNG_NFKB1,2006
15871905,IL12A,NFKB1,Binding assay,M,,IL12A_NFKB1,2006
11602633,IL12A,NFKB1,Binding assay,M,,IL12A_NFKB1,2001
17982049,IL12A,NFKB1,ChIP,M,,IL12A_NFKB1,2007
17579043,IL12A,NFKB1,ChIP,M,,IL12A_NFKB1,2007
14568984,IL12A,NFKB1,Functional assay,M,R,IL12A_NFKB1,2003
11602633,IL12A,NFKB1,Functional assay,M,A,IL12A_NFKB1,2001
16166378,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,2005
12077291,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,2002
10940886,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,2000
11058167,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,2000
7565674,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,1995
17579043,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,2007
11792125,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,2001
9464836,IL12B,NFKB1,Binding assay,M,,IL12B_NFKB1,1997
17982049,IL12B,NFKB1,ChIP,M,,IL12B_NFKB1,2007
17579043,IL12B,NFKB1,ChIP,M,,IL12B_NFKB1,2007
19299558,IL12B,NFKB1,ChIP,M,,IL12B_NFKB1,2009
22427889,IL12B,NFKB1,Functional assay,M,R,IL12B_NFKB1,2012
17924060,IL12B,NFKB1,Functional assay,M,R,IL12B_NFKB1,2008
11058167,IL12B,NFKB1,Functional assay,M,A,IL12B_NFKB1,2000
7565674,IL12B,NFKB1,Functional assay,M,A,IL12B_NFKB1,1995
11792125,IL12B,NFKB1,Functional assay,M,A,IL12B_NFKB1,2001
10906187,IL15,NFKB1,Binding assay,M,,IL15_NFKB1,2000
21343618,IL15,NFKB1,ChIP,M,,IL15_NFKB1,2011
21343618,IL15,NFKB1,Functional assay,M,R,IL15_NFKB1,2011
10906187,IL15,NFKB1,Functional assay,M,A,IL15_NFKB1,2000
11058167,IL1B,NFKB1,Functional assay,M,A,IL1B_NFKB1,2000
17641034,IL2,NFKB1,Binding assay,M,,IL2_NFKB1,2007
8977179,IL2,NFKB1,Binding assay,M,,IL2_NFKB1,1997
7730629,IL2,NFKB1,Binding assay,M,,IL2_NFKB1,1995
7730629,IL2,NFKB1,Functional assay,M,A,IL2_NFKB1,1995
17982049,IL23A,NFKB1,Binding assay,M,,IL23A_NFKB1,2007
19592489,IL23A,NFKB1,Binding assay,M,,IL23A_NFKB1,2009
17182554,IL23A,NFKB1,Binding assay,M,,IL23A_NFKB1,2007
20228197,IL23A,NFKB1,ChIP,M,,IL23A_NFKB1,2010
19624579,IL23A,NFKB1,ChIP,M,,IL23A_NFKB1,2009
17982049,IL23A,NFKB1,ChIP,M,,IL23A_NFKB1,2007
18375954,IL23A,NFKB1,ChIP,M,,IL23A_NFKB1,2008
21097874,IL23A,NFKB1,ChIP,M,,IL23A_NFKB1,2011
17182554,IL23A,NFKB1,Functional assay,M,A,IL23A_NFKB1,2007
8083467,IL4,NFKB1,Binding assay,M,,IL4_NFKB1,1994
12176740,IL6,NFKB1,Binding assay,M,,IL6_NFKB1,2002
15241416,IL6,NFKB1,ChIP,M,,IL6_NFKB1,2004
17982049,IL6,NFKB1,ChIP,M,,IL6_NFKB1,2007
19703987,IL6,NFKB1,ChIP,M,,IL6_NFKB1,2009
15241416,IL6,NFKB1,Functional assay,M,A,IL6_NFKB1,2004
11058167,IL6,NFKB1,Functional assay,M,A,IL6_NFKB1,2000
11120852,IL6,NFKB1,Functional assay,M,A,IL6_NFKB1,2000
2405250,IL6,NFKB1,Functional assay,M,A,IL6_NFKB1,1990
11254693,IL9,NFKB1,Binding assay,M,,IL9_NFKB1,2001
8786306,LTB,NFKB1,Binding assay,M,,LTB_NFKB1,1996
11259437,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,2001
11312646,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,2001
11739517,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,2001
9281604,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,1997
8622636,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,1996
8805669,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,1996
21138578,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,2010
16569682,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,2006
11490006,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,2001
7624137,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,1995
12117498,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,2002
10201927,TNF,NFKB1,Binding assay,M,,TNF_NFKB1,1999
22782967,TNF,NFKB1,ChIP,M,,TNF_NFKB1,2012
26114754,TNF,NFKB1,ChIP,M,,TNF_NFKB1,2015
11259437,TNF,NFKB1,Functional assay,M,A,TNF_NFKB1,2001
8622636,TNF,NFKB1,Functional assay,M,A,TNF_NFKB1,1996
7624137,TNF,NFKB1,Functional assay,M,R,TNF_NFKB1,1995
15702971,TNFSF15,NFKB1,Binding assay,M,,TNFSF15_NFKB1,2005
15702971,TNFSF15,NFKB1,Functional assay,M,A,TNFSF15_NFKB1,2005
24899500,CSF2,NFKB2,ChIP,M,,CSF2_NFKB2,2014
24899500,CSF2,NFKB2,Functional assay,M,A,CSF2_NFKB2,2014
15470505,CXCL13,NFKB2,Binding assay,M,,CXCL13_NFKB2,2004
24656046,IFNB1,NFKB2,Binding assay,M,,IFNB1_NFKB2,2014
24656046,IFNB1,NFKB2,ChIP,M,,IFNB1_NFKB2,2014
24656046,IFNB1,NFKB2,Functional assay,M,R,IFNB1_NFKB2,2014
17982049,IL12A,NFKB2,Functional assay,M,R,IL12A_NFKB2,2007
17579043,IL12B,NFKB2,Binding assay,M,,IL12B_NFKB2,2007
17982049,IL12B,NFKB2,Functional assay,M,R,IL12B_NFKB2,2007
17982049,IL23A,NFKB2,Functional assay,M,R,IL23A_NFKB2,2007
17182554,IL23A,NFKB2,Functional assay,M,A,IL23A_NFKB2,2007
15601870,TNFSF11,NFYA,Binding assay,M,,TNFSF11_NFYA,2005
15601870,TNFSF11,NFYA,Functional assay,M,A,TNFSF11_NFYA,2005
15601870,TNFSF11,NFYB,Binding assay,M,,TNFSF11_NFYB,2005
15601870,TNFSF11,NFYB,ChIP,M,,TNFSF11_NFYB,2005
15601870,TNFSF11,NFYB,Functional assay,M,A,TNFSF11_NFYB,2005
15601870,TNFSF11,NFYC,Binding assay,M,,TNFSF11_NFYC,2005
18250151,CCL24,NR1H3,ChIP,M,,CCL24_NR1H3,2008
18250151,CCL24,NR1H3,Functional assay,M,R,CCL24_NR1H3,2008
26474702,CCL2,NR1H4,Binding assay,M,,CCL2_NR1H4,2015
26474702,CCL2,NR1H4,ChIP,M,,CCL2_NR1H4,2015
26474702,CCL2,NR1H4,Functional assay,M,R,CCL2_NR1H4,2015
